importance,features
0.1914559249063007,Muslims
0.17991367286904186,GII
0.15469258332794586,Unaffiliated
0.1467280492405153,GDI
0.13151509608935716,GSNI_eco
0.11352727157629366,IHDI
0.08216740199054538,HDI
